;annee;code_iris;nom_iris;numero_de_voie;indice_de_repetition;type_de_voie;libelle_de_voie;code_commune;nom_commune;segment_de_client;nombre_de_logements;consommation_annuelle_totale_de_l_adresse_mwh;consommation_annuelle_moyenne_par_site_de_l_adresse_mwh;consommation_annuelle_moyenne_de_la_commune_mwh;adresse;code_epci;code_departement;code_region;tri_des_adresses
465023;2019;693880601;Langlet Santy;98.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;95;210.423;2.215;2.985;98 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170491
465026;2019;693880404;Mairie;69.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;35;200.07;5.716;2.985;69 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170499
465029;2019;693880701;Le Bocage;68.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;26;74.559;2.868;2.985;68 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170500
465088;2019;693880404;Mairie;65.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;22;56.531;2.57;2.985;65 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170501
465089;2019;693880701;Le Bocage;64.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;38;66.237;1.743;2.985;64 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170502
465090;2019;693880404;Mairie;63.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;25;57.976;2.319;2.985;63 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170503
465091;2019;693880701;Le Bocage;52.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;31;75.534;2.437;2.985;52 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170509
465092;2019;693880701;Le Bocage;10.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;24;35.396;1.475;2.985;10 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170523
465106;2019;693880602;Grange Rouge;19.0;;RUE;PHILIPPE FABIA;69123;Lyon;RESIDENTIEL;25;34.176;1.367;2.985;19 RUE PHILIPPE FABIA;200046977.0;69.0;84.0;170676
465125;2019;693880901;Petite Guille;92.0;;RUE;PIERRE DELORE;69123;Lyon;RESIDENTIEL;54;350.248;6.486;2.985;92 RUE PIERRE DELORE;200046977.0;69.0;84.0;170807
465126;2019;693880901;Petite Guille;72.0;;RUE;PIERRE DELORE;69123;Lyon;RESIDENTIEL;11;16.247;1.477;2.985;72 RUE PIERRE DELORE;200046977.0;69.0;84.0;170815
465127;2019;693880901;Petite Guille;34.0;;RUE;PIERRE DELORE;69123;Lyon;RESIDENTIEL;37;224.334;6.063;2.985;34 RUE PIERRE DELORE;200046977.0;69.0;84.0;170828
465144;2019;693880501;Pinel Santy;314.0;;BOULEVARD;PINEL;69123;Lyon;RESIDENTIEL;10;24.89;2.489;2.985;314 BOULEVARD PINEL;200046977.0;69.0;84.0;170961
465145;2019;693880501;Pinel Santy;312.0;;BOULEVARD;PINEL;69123;Lyon;RESIDENTIEL;10;20.926;2.093;2.985;312 BOULEVARD PINEL;200046977.0;69.0;84.0;170962
465146;2019;693880501;Pinel Santy;306.0;;BOULEVARD;PINEL;69123;Lyon;RESIDENTIEL;10;19.516;1.952;2.985;306 BOULEVARD PINEL;200046977.0;69.0;84.0;170964
465147;2019;693880501;Pinel Santy;294.0;;BOULEVARD;PINEL;69123;Lyon;RESIDENTIEL;10;16.706;1.671;2.985;294 BOULEVARD PINEL;200046977.0;69.0;84.0;170970
465148;2019;693880501;Pinel Santy;290.0;;BOULEVARD;PINEL;69123;Lyon;RESIDENTIEL;10;15.42;1.542;2.985;290 BOULEVARD PINEL;200046977.0;69.0;84.0;170972
465275;2019;693880801;Moulin-a-Vent;172.0;;RUE;PROFESSEUR BEAUVISAGE;69123;Lyon;RESIDENTIEL;18;28.957;1.609;2.985;172 RUE PROFESSEUR BEAUVISAGE;200046977.0;69.0;84.0;171036
465277;2019;693880801;Moulin-a-Vent;168.0;;RUE;PROFESSEUR BEAUVISAGE;69123;Lyon;RESIDENTIEL;18;31.586;1.755;2.985;168 RUE PROFESSEUR BEAUVISAGE;200046977.0;69.0;84.0;171037
465279;2019;693880801;Moulin-a-Vent;162.0;;RUE;PROFESSEUR BEAUVISAGE;69123;Lyon;RESIDENTIEL;18;32.679;1.816;2.985;162 RUE PROFESSEUR BEAUVISAGE;200046977.0;69.0;84.0;171040
465281;2019;693880801;Moulin-a-Vent;160.0;;RUE;PROFESSEUR BEAUVISAGE;69123;Lyon;RESIDENTIEL;17;25.641;1.508;2.985;160 RUE PROFESSEUR BEAUVISAGE;200046977.0;69.0;84.0;171041
465283;2019;693880602;Grange Rouge;125.0;;RUE;PROFESSEUR BEAUVISAGE;69123;Lyon;RESIDENTIEL;10;15.698;1.57;2.985;125 RUE PROFESSEUR BEAUVISAGE;200046977.0;69.0;84.0;171044
465285;2019;693880601;Langlet Santy;121.0;;RUE;PROFESSEUR BEAUVISAGE;69123;Lyon;RESIDENTIEL;23;42.009;1.826;2.985;121 RUE PROFESSEUR BEAUVISAGE;200046977.0;69.0;84.0;171046
465293;2019;693880403;Genton-Ranvier;35.0;;RUE;PROFESSEUR JOSEPH NICOLAS;69123;Lyon;RESIDENTIEL;62;47.573;0.767;2.985;35 RUE PROFESSEUR JOSEPH NICOLAS;200046977.0;69.0;84.0;171088
465295;2019;693880301;Laennec;8.0;;RUE;PROFESSEUR JOSEPH RENAUT;69123;Lyon;RESIDENTIEL;18;35.393;1.966;2.985;8 RUE PROFESSEUR JOSEPH RENAUT;200046977.0;69.0;84.0;171097
465297;2019;693880802;Audibert-La Virotte;24.0;;RUE;PROFESSEUR KLEINCLAUSZ;69123;Lyon;RESIDENTIEL;10;45.906;4.591;2.985;24 RUE PROFESSEUR KLEINCLAUSZ;200046977.0;69.0;84.0;171104
465299;2019;693880802;Audibert-La Virotte;12.0;;RUE;PROFESSEUR KLEINCLAUSZ;69123;Lyon;RESIDENTIEL;10;50.733;5.073;2.985;12 RUE PROFESSEUR KLEINCLAUSZ;200046977.0;69.0;84.0;171110
465301;2019;693880602;Grange Rouge;4.0;;RUE;PROFESSEUR LERICHE;69123;Lyon;RESIDENTIEL;10;44.734;4.473;2.985;4 RUE PROFESSEUR LERICHE;200046977.0;69.0;84.0;171117
465307;2019;693880203;Montplaisir Nord;52.0;;RUE;PROFESSEUR PAUL SISLEY;69123;Lyon;RESIDENTIEL;18;131.154;7.286;2.985;52 RUE PROFESSEUR PAUL SISLEY;200046977.0;69.0;84.0;171135
465315;2019;693880603;Viviani;18.0;;RUE;PROFESSEUR TAVERNIER;69123;Lyon;RESIDENTIEL;24;37.996;1.583;2.985;18 RUE PROFESSEUR TAVERNIER;200046977.0;69.0;84.0;171214
465379;2019;693880702;Etats-Unis;6.0;;RUE;ROCHAMBEAU;69123;Lyon;RESIDENTIEL;23;25.778;1.121;2.985;6 RUE ROCHAMBEAU;200046977.0;69.0;84.0;171463
465490;2019;693880402;La Trinite-Mermoz;2.0;;RUE;ROSA BONHEUR;69123;Lyon;RESIDENTIEL;12;17.034;1.419;2.985;2 RUE ROSA BONHEUR;200046977.0;69.0;84.0;171554
465546;2019;693880101;Jean Moulin;12.0;;RUE;SAINT FIRMIN;69123;Lyon;RESIDENTIEL;15;36.606;2.44;2.985;12 RUE SAINT FIRMIN;200046977.0;69.0;84.0;171721
465548;2019;693880101;Jean Moulin;12.0;;RUE;SAINT FULBERT;69123;Lyon;RESIDENTIEL;12;18.824;1.569;2.985;12 RUE SAINT FULBERT;200046977.0;69.0;84.0;171729
465550;2019;693880101;Jean Moulin;3.0;;RUE;SAINT FULBERT;69123;Lyon;RESIDENTIEL;14;75.559;5.397;2.985;3 RUE SAINT FULBERT;200046977.0;69.0;84.0;171732
465554;2019;693880102;Colbert;56.0;;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;24;38.041;1.585;2.985;56 RUE SAINT GERVAIS;200046977.0;69.0;84.0;171755
465556;2019;693880102;Colbert;52.0;;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;61;62.803;1.03;2.985;52 RUE SAINT GERVAIS;200046977.0;69.0;84.0;171758
465558;2019;693880102;Colbert;39.0;;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;24;59.841;2.493;2.985;39 RUE SAINT GERVAIS;200046977.0;69.0;84.0;171760
465560;2019;693880102;Colbert;28.0;;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;26;46.803;1.8;2.985;28 RUE SAINT GERVAIS;200046977.0;69.0;84.0;171764
465562;2019;693880101;Jean Moulin;27.0;;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;16;42.264;2.641;2.985;27 RUE SAINT GERVAIS;200046977.0;69.0;84.0;171765
465564;2019;693880102;Colbert;26.0;;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;17;30.748;1.809;2.985;26 RUE SAINT GERVAIS;200046977.0;69.0;84.0;171766
465566;2019;693880102;Colbert;20.0;;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;18;117.023;6.501;2.985;20 RUE SAINT GERVAIS;200046977.0;69.0;84.0;171770
465568;2019;693880102;Colbert;2.0;T;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;22;49.846;2.266;2.985;2 T RUE SAINT GERVAIS;200046977.0;69.0;84.0;171779
465570;2019;693880101;Jean Moulin;11.0;;RUE;SAINT HIPPOLYTE;69123;Lyon;RESIDENTIEL;24;27.075;1.128;2.985;11 RUE SAINT HIPPOLYTE;200046977.0;69.0;84.0;171780
465580;2019;693880202;Les Alouettes-Bachut;52.0;;RUE;SAINT MATHIEU;69123;Lyon;RESIDENTIEL;37;55.94;1.512;2.985;52 RUE SAINT MATHIEU;200046977.0;69.0;84.0;171849
465581;2019;693880104;Marius Berliet Nord;42.0;;RUE;SAINT MATHIEU;69123;Lyon;RESIDENTIEL;26;121.548;4.675;2.985;42 RUE SAINT MATHIEU;200046977.0;69.0;84.0;171853
465582;2019;693880101;Jean Moulin;23.0;;RUE;SAINT MATHIEU;69123;Lyon;RESIDENTIEL;15;43.741;2.916;2.985;23 RUE SAINT MATHIEU;200046977.0;69.0;84.0;171859
465583;2019;693880101;Jean Moulin;23.0;T;RUE;SAINT MATHIEU;69123;Lyon;RESIDENTIEL;15;30.928;2.062;2.985;23 T RUE SAINT MATHIEU;200046977.0;69.0;84.0;171865
465584;2019;693880104;Marius Berliet Nord;48.0;;RUE;SAINT MAURICE;69123;Lyon;RESIDENTIEL;12;35.767;2.981;2.985;48 RUE SAINT MAURICE;200046977.0;69.0;84.0;171871
465585;2019;693880202;Les Alouettes-Bachut;45.0;;RUE;SAINT MAURICE;69123;Lyon;RESIDENTIEL;18;67.979;3.777;2.985;45 RUE SAINT MAURICE;200046977.0;69.0;84.0;171873
465586;2019;693880202;Les Alouettes-Bachut;37.0;;RUE;SAINT MAURICE;69123;Lyon;RESIDENTIEL;23;33.437;1.454;2.985;37 RUE SAINT MAURICE;200046977.0;69.0;84.0;171877
465587;2019;693880104;Marius Berliet Nord;34.0;;RUE;SAINT MAURICE;69123;Lyon;RESIDENTIEL;25;159.138;6.366;2.985;34 RUE SAINT MAURICE;200046977.0;69.0;84.0;171879
465588;2019;693880202;Les Alouettes-Bachut;23.0;;RUE;SAINT MAURICE;69123;Lyon;RESIDENTIEL;23;42.684;1.856;2.985;23 RUE SAINT MAURICE;200046977.0;69.0;84.0;171883
465589;2019;693880202;Les Alouettes-Bachut;19.0;;RUE;SAINT MAURICE;69123;Lyon;RESIDENTIEL;25;54.324;2.173;2.985;19 RUE SAINT MAURICE;200046977.0;69.0;84.0;171885
465590;2019;693880104;Marius Berliet Nord;4.0;;RUE;SAINT MAURICE;69123;Lyon;RESIDENTIEL;12;34.382;2.865;2.985;4 RUE SAINT MAURICE;200046977.0;69.0;84.0;171891
465596;2019;693880104;Marius Berliet Nord;26.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;35;196.764;5.622;2.985;26 RUE SAINT NESTOR;200046977.0;69.0;84.0;171957
465597;2019;693880104;Marius Berliet Nord;17.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;38;159.633;4.201;2.985;17 RUE SAINT NESTOR;200046977.0;69.0;84.0;171960
465598;2019;693880101;Jean Moulin;13.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;24;45.246;1.885;2.985;13 RUE SAINT NESTOR;200046977.0;69.0;84.0;171963
465599;2019;693880101;Jean Moulin;11.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;23;37.399;1.626;2.985;11 RUE SAINT NESTOR;200046977.0;69.0;84.0;171965
465600;2019;693880101;Jean Moulin;8.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;17;25.356;1.492;2.985;8 RUE SAINT NESTOR;200046977.0;69.0;84.0;171968
465712;2019;693880104;Marius Berliet Nord;34.0;;RUE;SAINT ROMAIN;69123;Lyon;RESIDENTIEL;32;38.034;1.189;2.985;34 RUE SAINT ROMAIN;200046977.0;69.0;84.0;172025
465748;2019;693880102;Colbert;28.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;51;88.778;1.741;2.985;28 RUE SANTOS DUMONT;200046977.0;69.0;84.0;172217
465750;2019;693880102;Colbert;24.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;164;340.446;2.076;2.985;24 RUE SANTOS DUMONT;200046977.0;69.0;84.0;172220
465752;2019;693880102;Colbert;4.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;16;43.822;2.739;2.985;4 RUE SANTOS DUMONT;200046977.0;69.0;84.0;172232
465835;2019;693880303;Bataille;19.0;;RUE;EDOUARD NIEUPORT;69123;Lyon;RESIDENTIEL;20;37.423;1.871;2.985;19 RUE EDOUARD NIEUPORT;200046977.0;69.0;84.0;167045
465836;2019;693880303;Bataille;17.0;;RUE;EDOUARD NIEUPORT;69123;Lyon;RESIDENTIEL;12;24.14;2.012;2.985;17 RUE EDOUARD NIEUPORT;200046977.0;69.0;84.0;167046
465902;2019;693880203;Montplaisir Nord;82.0;;RUE;FEUILLAT;69123;Lyon;RESIDENTIEL;126;247.164;1.962;2.985;82 RUE FEUILLAT;200046977.0;69.0;84.0;167384
465916;2019;693880503;General Andre;4.0;B;RUE;FLORENT;69123;Lyon;RESIDENTIEL;13;44.042;3.388;2.985;4 B RUE FLORENT;200046977.0;69.0;84.0;167434
466016;2019;693880303;Bataille;42.0;;RUE;GABRIEL SARRAZIN;69123;Lyon;RESIDENTIEL;36;151.092;4.197;2.985;42 RUE GABRIEL SARRAZIN;200046977.0;69.0;84.0;167571
466018;2019;693880301;Laennec;32.0;;RUE;GABRIEL SARRAZIN;69123;Lyon;RESIDENTIEL;24;85.182;3.549;2.985;32 RUE GABRIEL SARRAZIN;200046977.0;69.0;84.0;167573
466020;2019;693880301;Laennec;30.0;;RUE;GABRIEL SARRAZIN;69123;Lyon;RESIDENTIEL;18;47.535;2.641;2.985;30 RUE GABRIEL SARRAZIN;200046977.0;69.0;84.0;167574
466046;2019;693880501;Pinel Santy;3.0;;IMPASSE;GANTZ;69123;Lyon;RESIDENTIEL;15;33.228;2.215;2.985;3 IMPASSE GANTZ;200046977.0;69.0;84.0;167663
466069;2019;693880902;Grand Trou;12.0;;RUE;GENERAL GOURAUD;69123;Lyon;RESIDENTIEL;15;92.148;6.143;2.985;12 RUE GENERAL GOURAUD;200046977.0;69.0;84.0;167823
466070;2019;693880902;Grand Trou;8.0;;RUE;GENERAL GOURAUD;69123;Lyon;RESIDENTIEL;16;92.127;5.758;2.985;8 RUE GENERAL GOURAUD;200046977.0;69.0;84.0;167825
466098;2019;693880302;Rockefeller-La Buire;24.0;;RUE;GUILLAUME PARADIN;69123;Lyon;RESIDENTIEL;256;801.014;3.129;2.985;24 RUE GUILLAUME PARADIN;200046977.0;69.0;84.0;167999
466273;2019;693880102;Colbert;18.0;;RUE;HENRI PENSIER;69123;Lyon;RESIDENTIEL;56;79.325;1.417;2.985;18 RUE HENRI PENSIER;200046977.0;69.0;84.0;168169
466275;2019;693880102;Colbert;9.0;;RUE;HENRI PENSIER;69123;Lyon;RESIDENTIEL;15;88.877;5.925;2.985;9 RUE HENRI PENSIER;200046977.0;69.0;84.0;168175
466277;2019;693880102;Colbert;6.0;;RUE;HENRI PENSIER;69123;Lyon;RESIDENTIEL;48;107.896;2.248;2.985;6 RUE HENRI PENSIER;200046977.0;69.0;84.0;168177
466279;2019;693880102;Colbert;11.0;B;RUE;HENRI PENSIER;69123;Lyon;RESIDENTIEL;16;30.018;1.876;2.985;11 B RUE HENRI PENSIER;200046977.0;69.0;84.0;168179
466281;2019;693880502;La Plaine;9.0;;RUE;HUGUES GUERIN;69123;Lyon;RESIDENTIEL;10;26.511;2.651;2.985;9 RUE HUGUES GUERIN;200046977.0;69.0;84.0;168190
466303;2019;693880404;Mairie;27.0;;RUE;JACQUELINE AURIOL;69123;Lyon;RESIDENTIEL;22;35.8;1.627;2.985;27 RUE JACQUELINE AURIOL;200046977.0;69.0;84.0;168277
466305;2019;693880303;Bataille;14.0;;RUE;JACQUELINE AURIOL;69123;Lyon;RESIDENTIEL;73;114.291;1.566;2.985;14 RUE JACQUELINE AURIOL;200046977.0;69.0;84.0;168284
466390;2019;693880402;La Trinite-Mermoz;143.0;;AVENUE;JEAN MERMOZ;69123;Lyon;RESIDENTIEL;13;23.409;1.801;2.985;143 AVENUE JEAN MERMOZ;200046977.0;69.0;84.0;168534
466391;2019;693880403;Genton-Ranvier;103.0;;AVENUE;JEAN MERMOZ;69123;Lyon;RESIDENTIEL;31;66.983;2.161;2.985;103 AVENUE JEAN MERMOZ;200046977.0;69.0;84.0;168537
466393;2019;693880303;Bataille;83.0;;AVENUE;JEAN MERMOZ;69123;Lyon;RESIDENTIEL;10;14.451;1.445;2.985;83 AVENUE JEAN MERMOZ;200046977.0;69.0;84.0;168539
466399;2019;693880204;Montplaisir Sud;21.0;;RUE;JEAN PERREAL;69123;Lyon;RESIDENTIEL;10;10.909;1.091;2.985;21 RUE JEAN PERREAL;200046977.0;69.0;84.0;168568
466401;2019;693880204;Montplaisir Sud;14.0;;RUE;JEAN PERREAL;69123;Lyon;RESIDENTIEL;16;27.07;1.692;2.985;14 RUE JEAN PERREAL;200046977.0;69.0;84.0;168570
466403;2019;693880202;Les Alouettes-Bachut;72.0;;BOULEVARD;JEAN XXIII;69123;Lyon;RESIDENTIEL;28;79.153;2.827;2.985;72 BOULEVARD JEAN XXIII;200046977.0;69.0;84.0;168605
466405;2019;693880204;Montplaisir Sud;6.0;;BOULEVARD;JEAN XXIII;69123;Lyon;RESIDENTIEL;32;37.545;1.173;2.985;6 BOULEVARD JEAN XXIII;200046977.0;69.0;84.0;168621
466474;2019;693880701;Le Bocage;18.0;B;RUE;JOSEPH CHAPELLE;69123;Lyon;RESIDENTIEL;14;52.255;3.732;2.985;18 B RUE JOSEPH CHAPELLE;200046977.0;69.0;84.0;168764
466531;2019;693880503;General Andre;37.0;;RUE;JULES VALENSAUT;69123;Lyon;RESIDENTIEL;19;61.28;3.225;2.985;37 RUE JULES VALENSAUT;200046977.0;69.0;84.0;168888
466543;2019;693880901;Petite Guille;4.0;;PLACE;JULIEN DURET;69123;Lyon;RESIDENTIEL;44;249.487;5.67;2.985;4 PLACE JULIEN DURET;200046977.0;69.0;84.0;168909
466692;2019;693880302;Rockefeller-La Buire;129.0;;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;17;44.713;2.63;2.985;129 RUE LAENNEC;200046977.0;69.0;84.0;169041
466694;2019;693880302;Rockefeller-La Buire;123.0;;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;18;47.632;2.646;2.985;123 RUE LAENNEC;200046977.0;69.0;84.0;169044
466696;2019;693880302;Rockefeller-La Buire;97.0;;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;10;20.508;2.051;2.985;97 RUE LAENNEC;200046977.0;69.0;84.0;169057
466698;2019;693880302;Rockefeller-La Buire;79.0;;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;34;189.306;5.568;2.985;79 RUE LAENNEC;200046977.0;69.0;84.0;169066
466700;2019;693880302;Rockefeller-La Buire;70.0;;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;29;89.477;3.085;2.985;70 RUE LAENNEC;200046977.0;69.0;84.0;169072
466702;2019;693880301;Laennec;38.0;;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;16;38.212;2.388;2.985;38 RUE LAENNEC;200046977.0;69.0;84.0;169077
466704;2019;693880302;Rockefeller-La Buire;83.0;C;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;25;113.126;4.525;2.985;83 C RUE LAENNEC;200046977.0;69.0;84.0;169083
466752;2019;693880202;Les Alouettes-Bachut;29.0;;RUE;LEO ET MAURICE TROUILHET;69123;Lyon;RESIDENTIEL;30;58.636;1.955;2.985;29 RUE LEO ET MAURICE TROUILHET;200046977.0;69.0;84.0;169309
466753;2019;693880202;Les Alouettes-Bachut;24.0;;RUE;LEO ET MAURICE TROUILHET;69123;Lyon;RESIDENTIEL;11;23.446;2.131;2.985;24 RUE LEO ET MAURICE TROUILHET;200046977.0;69.0;84.0;169310
466759;2019;693880302;Rockefeller-La Buire;82.0;;RUE;LONGEFER;69123;Lyon;RESIDENTIEL;18;25.805;1.434;2.985;82 RUE LONGEFER;200046977.0;69.0;84.0;169353
466760;2019;693880301;Laennec;19.0;;RUE;LONGEFER;69123;Lyon;RESIDENTIEL;21;55.606;2.648;2.985;19 RUE LONGEFER;200046977.0;69.0;84.0;169361
466761;2019;693880301;Laennec;5.0;;RUE;LONGEFER;69123;Lyon;RESIDENTIEL;15;24.719;1.648;2.985;5 RUE LONGEFER;200046977.0;69.0;84.0;169362
466781;2019;693880702;Etats-Unis;19.0;;RUE;LUDOVIC ARRACHART;69123;Lyon;RESIDENTIEL;23;24.198;1.052;2.985;19 RUE LUDOVIC ARRACHART;200046977.0;69.0;84.0;169479
466829;2019;693880202;Les Alouettes-Bachut;137.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;16;20.862;1.304;2.985;137 RUE MARIUS BERLIET;200046977.0;69.0;84.0;169687
466832;2019;693880102;Colbert;107.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;24;40.242;1.677;2.985;107 RUE MARIUS BERLIET;200046977.0;69.0;84.0;169696
466835;2019;693880104;Marius Berliet Nord;105.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;21;39.376;1.875;2.985;105 RUE MARIUS BERLIET;200046977.0;69.0;84.0;169697
466838;2019;693880104;Marius Berliet Nord;89.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;26;41.059;1.579;2.985;89 RUE MARIUS BERLIET;200046977.0;69.0;84.0;169702
466841;2019;693880102;Colbert;55.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;25;31.001;1.24;2.985;55 RUE MARIUS BERLIET;200046977.0;69.0;84.0;169716
466844;2019;693880102;Colbert;3.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;21;133.372;6.351;2.985;3 RUE MARIUS BERLIET;200046977.0;69.0;84.0;169725
466847;2019;693880105;Marius Berliet Sud;74.0;B;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;17;13.111;0.771;2.985;74 B RUE MARIUS BERLIET;200046977.0;69.0;84.0;169726
466850;2019;693880105;Marius Berliet Sud;74.0;T;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;16;12.211;0.763;2.985;74 T RUE MARIUS BERLIET;200046977.0;69.0;84.0;169727
466862;2019;693880404;Mairie;94.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;13;21.425;1.648;2.985;94 RUE MARYSE BASTIE;200046977.0;69.0;84.0;169754
466865;2019;693880303;Bataille;87.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;16;41.662;2.604;2.985;87 RUE MARYSE BASTIE;200046977.0;69.0;84.0;169756
466868;2019;693880404;Mairie;85.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;18;30.013;1.667;2.985;85 RUE MARYSE BASTIE;200046977.0;69.0;84.0;169757
466871;2019;693880404;Mairie;83.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;12;26.733;2.228;2.985;83 RUE MARYSE BASTIE;200046977.0;69.0;84.0;169759
466874;2019;693880303;Bataille;82.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;19;34.039;1.792;2.985;82 RUE MARYSE BASTIE;200046977.0;69.0;84.0;169760
466876;2019;693880303;Bataille;62.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;48;91.655;1.909;2.985;62 RUE MARYSE BASTIE;200046977.0;69.0;84.0;169770
466879;2019;693880202;Les Alouettes-Bachut;24.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;10;20.829;2.083;2.985;24 RUE MARYSE BASTIE;200046977.0;69.0;84.0;169787
467749;2021;693880101;Jean Moulin;24.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;17;58.483;3.44;3.076;24 COURS ALBERT THOMAS;200046977.0;69.0;84.0;164455
467751;2021;693880203;Montplaisir Nord;104.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;15;24.526;1.635;3.076;104 COURS ALBERT THOMAS;200046977.0;69.0;84.0;164481
467752;2021;693880203;Montplaisir Nord;3.0;;PLACE;AMBROISE COURTOIS;69123;Lyon;RESIDENTIEL;11;14.396;1.309;3.076;3 PLACE AMBROISE COURTOIS;200046977.0;69.0;84.0;164496
468081;2021;693880203;Montplaisir Nord;136.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;12;25.526;2.127;3.076;136 COURS ALBERT THOMAS;200046977.0;69.0;84.0;164464
468158;2021;693880901;Petite Guille;14.0;;RUE;ANTOINE DUMONT;69123;Lyon;RESIDENTIEL;12;18.689;1.557;3.076;14 RUE ANTOINE DUMONT;200046977.0;69.0;84.0;164704
468159;2021;693880202;Les Alouettes-Bachut;4.0;;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;20;64.68;3.234;3.076;4 RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;164713
468160;2021;693880202;Les Alouettes-Bachut;34.0;;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;33;85.726;2.598;3.076;34 RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;164714
468161;2021;693880202;Les Alouettes-Bachut;14.0;;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;18;142.124;7.896;3.076;14 RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;164721
468162;2021;693880202;Les Alouettes-Bachut;10.0;;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;13;56.602;4.354;3.076;10 RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;164725
468163;2021;693880202;Les Alouettes-Bachut;40.0;B;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;68;326.796;4.806;3.076;40 B RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;164726
468167;2021;693880503;Général André;4.0;;IMPASSE;ARLETTE;69123;Lyon;RESIDENTIEL;20;68.719;3.436;3.076;4 IMPASSE ARLETTE;200046977.0;69.0;84.0;164758
468177;2021;693880303;Bataille;21.0;;RUE;AUGUSTE PINTON;69123;Lyon;RESIDENTIEL;18;75.259;4.181;3.076;21 RUE AUGUSTE PINTON;200046977.0;69.0;84.0;164864
