;annee;code_iris;nom_iris;numero_de_voie;indice_de_repetition;type_de_voie;libelle_de_voie;code_commune;nom_commune;segment_de_client;nombre_de_logements;consommation_annuelle_totale_de_l_adresse_mwh;consommation_annuelle_moyenne_par_site_de_l_adresse_mwh;consommation_annuelle_moyenne_de_la_commune_mwh;adresse;code_epci;code_departement;code_region;tri_des_adresses
69380;2022;693880202;Les Alouettes-Bachut;3.0;B;RUE;PAUL CAZENEUVE;69123;Lyon;RESIDENTIEL;14;34.635;2.474;2.771;3 B RUE PAUL CAZENEUVE;200046977.0;69.0;84.0;169066
69382;2022;693880404;Mairie;65.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;22;51.408;2.337;2.771;65 AVENUE PAUL SANTY;200046977.0;69.0;84.0;169088
69383;2022;693880404;Mairie;57.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;36;99.403;2.761;2.771;57 AVENUE PAUL SANTY;200046977.0;69.0;84.0;169095
69384;2022;693880404;Mairie;43.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;26;46.5;1.788;2.771;43 AVENUE PAUL SANTY;200046977.0;69.0;84.0;169099
69385;2022;693880404;Mairie;3.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;11;25.051;2.277;2.771;3 AVENUE PAUL SANTY;200046977.0;69.0;84.0;169103
69386;2022;693880404;Mairie;17.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;28;101.475;3.624;2.771;17 AVENUE PAUL SANTY;200046977.0;69.0;84.0;169114
69387;2022;693880502;La Plaine;202.0;B;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;24;44.87;1.87;2.771;202 B AVENUE PAUL SANTY;200046977.0;69.0;84.0;169133
69398;2022;693880602;Grange Rouge;43.0;;RUE;PHILIPPE FABIA;69123;Lyon;RESIDENTIEL;10;14.037;1.404;2.771;43 RUE PHILIPPE FABIA;200046977.0;69.0;84.0;169235
69399;2022;693880602;Grange Rouge;29.0;;RUE;PHILIPPE FABIA;69123;Lyon;RESIDENTIEL;10;14.251;1.425;2.771;29 RUE PHILIPPE FABIA;200046977.0;69.0;84.0;169241
69400;2022;693880602;Grange Rouge;17.0;;RUE;PHILIPPE FABIA;69123;Lyon;RESIDENTIEL;26;43.985;1.692;2.771;17 RUE PHILIPPE FABIA;200046977.0;69.0;84.0;169247
69413;2022;693880802;Audibert-La Virotte;31.0;;RUE;PIERRE DELORE;69123;Lyon;RESIDENTIEL;56;83.706;1.495;2.771;31 RUE PIERRE DELORE;200046977.0;69.0;84.0;169331
69414;2022;693880901;Petite Guille;30.0;;RUE;PIERRE DELORE;69123;Lyon;RESIDENTIEL;12;30.633;2.553;2.771;30 RUE PIERRE DELORE;200046977.0;69.0;84.0;169332
69415;2022;693880901;Petite Guille;14.0;;RUE;PIERRE DELORE;69123;Lyon;RESIDENTIEL;10;13.314;1.331;2.771;14 RUE PIERRE DELORE;200046977.0;69.0;84.0;169334
69416;2022;693880901;Petite Guille;86.0;B;RUE;PIERRE DELORE;69123;Lyon;RESIDENTIEL;23;64.162;2.79;2.771;86 B RUE PIERRE DELORE;200046977.0;69.0;84.0;169336
69417;2022;693880802;Audibert-La Virotte;27.0;B;RUE;PIERRE DELORE;69123;Lyon;RESIDENTIEL;12;6.804;0.567;2.771;27 B RUE PIERRE DELORE;200046977.0;69.0;84.0;169338
69432;2022;693880501;Pinel Santy;296.0;;BOULEVARD;PINEL;69123;Lyon;RESIDENTIEL;10;23.147;2.315;2.771;296 BOULEVARD PINEL;200046977.0;69.0;84.0;169420
69442;2022;693880203;Montplaisir Nord;50.0;;RUE;PROFESSEUR PAUL SISLEY;69123;Lyon;RESIDENTIEL;24;134.77;5.615;2.771;50 RUE PROFESSEUR PAUL SISLEY;200046977.0;69.0;84.0;169513
69445;2022;693880403;Genton-Ranvier;18.0;;RUE;PROFESSEUR RANVIER;69123;Lyon;RESIDENTIEL;12;48.619;4.052;2.771;18 RUE PROFESSEUR RANVIER;200046977.0;69.0;84.0;169532
69478;2022;693880402;La Trinité-Mermoz;8.0;;RUE;ROSA BONHEUR;69123;Lyon;RESIDENTIEL;12;17.873;1.489;2.771;8 RUE ROSA BONHEUR;200046977.0;69.0;84.0;169798
69482;2022;693880105;Marius Berliet Sud;11.0;;RUE;SAINT AGNAN;69123;Lyon;RESIDENTIEL;14;55.331;3.952;2.771;11 RUE SAINT AGNAN;200046977.0;69.0;84.0;169862
69487;2022;693880101;Jean Moulin;12.0;;RUE;SAINT FULBERT;69123;Lyon;RESIDENTIEL;12;18.498;1.541;2.771;12 RUE SAINT FULBERT;200046977.0;69.0;84.0;169925
69488;2022;693880102;Colbert;8.0;;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;14;87.131;6.224;2.771;8 RUE SAINT GERVAIS;200046977.0;69.0;84.0;169939
69489;2022;693880101;Jean Moulin;3.0;T;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;23;72.675;3.16;2.771;3 T RUE SAINT GERVAIS;200046977.0;69.0;84.0;169963
78169;2023;693880102;Colbert;2.0;;RUE;LOUIS JOUVET;69123;Lyon;RESIDENTIEL;19;44.385;2.336;2.654;2 RUE LOUIS JOUVET;200046977.0;69.0;84.0;170157
78176;2023;693880801;Moulin à Vent;58.0;;RUE;LUDOVIC ARRACHART;69123;Lyon;RESIDENTIEL;10;17.962;1.796;2.654;58 RUE LUDOVIC ARRACHART;200046977.0;69.0;84.0;170192
78177;2023;693880702;États-Unis;5.0;;RUE;LUDOVIC ARRACHART;69123;Lyon;RESIDENTIEL;17;31.392;1.847;2.654;5 RUE LUDOVIC ARRACHART;200046977.0;69.0;84.0;170195
78192;2023;693880105;Marius Berliet Sud;94.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;31;92.601;2.987;2.654;94 RUE MARIUS BERLIET;200046977.0;69.0;84.0;170336
78193;2023;693880105;Marius Berliet Sud;86.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;66;130.018;1.97;2.654;86 RUE MARIUS BERLIET;200046977.0;69.0;84.0;170340
78194;2023;693880104;Marius Berliet Nord;75.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;24;37.523;1.563;2.654;75 RUE MARIUS BERLIET;200046977.0;69.0;84.0;170343
78195;2023;693880105;Marius Berliet Sud;112.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;23;24.007;1.044;2.654;112 RUE MARIUS BERLIET;200046977.0;69.0;84.0;170362
78198;2023;693880404;Mairie;87.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;16;34.997;2.187;2.654;87 RUE MARYSE BASTIE;200046977.0;69.0;84.0;170382
78199;2023;693880303;Bataille;70.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;54;80.623;1.493;2.654;70 RUE MARYSE BASTIE;200046977.0;69.0;84.0;170392
78200;2023;693880303;Bataille;60.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;10;23.617;2.362;2.654;60 RUE MARYSE BASTIE;200046977.0;69.0;84.0;170395
78201;2023;693880202;Les Alouettes-Bachut;26.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;20;90.963;4.548;2.654;26 RUE MARYSE BASTIE;200046977.0;69.0;84.0;170410
78202;2023;693880202;Les Alouettes-Bachut;22.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;11;13.874;1.261;2.654;22 RUE MARYSE BASTIE;200046977.0;69.0;84.0;170412
78203;2023;693880303;Bataille;10.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;11;19.632;1.785;2.654;10 RUE MARYSE BASTIE;200046977.0;69.0;84.0;170420
78218;2023;693880204;Montplaisir Sud;2.0;;RUE;NEUVE DE MONPLAISIR;69123;Lyon;RESIDENTIEL;14;70.164;5.012;2.654;2 RUE NEUVE DE MONPLAISIR;200046977.0;69.0;84.0;170639
78242;2023;693880701;Le Bocage;21.0;;RUE;PAUL CAZENEUVE;69123;Lyon;RESIDENTIEL;45;77.311;1.718;2.654;21 RUE PAUL CAZENEUVE;200046977.0;69.0;84.0;170832
78243;2023;693880701;Le Bocage;11.0;;RUE;PAUL CAZENEUVE;69123;Lyon;RESIDENTIEL;18;49.448;2.747;2.654;11 RUE PAUL CAZENEUVE;200046977.0;69.0;84.0;170838
78244;2023;693880802;Audibert-La Virotte;26.0;B;RUE;PAUL CAZENEUVE;69123;Lyon;RESIDENTIEL;13;27.521;2.117;2.654;26 B RUE PAUL CAZENEUVE;200046977.0;69.0;84.0;170842
78246;2023;693880502;La Plaine;7.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;10;24.788;2.479;2.654;7 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170859
78247;2023;693880502;La Plaine;3.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;49;135.029;2.756;2.654;3 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170877
78248;2023;693880501;Pinel Santy;213.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;10;34.336;3.434;2.654;213 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170880
78249;2023;693880701;Le Bocage;2.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;17;26.601;1.565;2.654;2 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170884
78250;2023;693880701;Le Bocage;10.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;21;19.289;0.919;2.654;10 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170900
78251;2023;693880503;Général André;1.0;;AVENUE;PAUL SANTY;69123;Lyon;RESIDENTIEL;22;45.307;2.059;2.654;1 AVENUE PAUL SANTY;200046977.0;69.0;84.0;170905
78263;2023;693880602;Grange Rouge;8.0;;RUE;PHILIPPE FABIA;69123;Lyon;RESIDENTIEL;13;30.174;2.321;2.654;8 RUE PHILIPPE FABIA;200046977.0;69.0;84.0;170990
78264;2023;693880602;Grange Rouge;5.0;;RUE;PHILIPPE FABIA;69123;Lyon;RESIDENTIEL;15;31.785;2.119;2.654;5 RUE PHILIPPE FABIA;200046977.0;69.0;84.0;171005
78265;2023;693880602;Grange Rouge;31.0;;RUE;PHILIPPE FABIA;69123;Lyon;RESIDENTIEL;10;15.285;1.528;2.654;31 RUE PHILIPPE FABIA;200046977.0;69.0;84.0;171011
78266;2023;693880602;Grange Rouge;15.0;;RUE;PHILIPPE FABIA;69123;Lyon;RESIDENTIEL;10;11.657;1.166;2.654;15 RUE PHILIPPE FABIA;200046977.0;69.0;84.0;171020
78276;2023;693880801;Moulin à Vent;51.0;;RUE;PIERRE DELORE;69123;Lyon;RESIDENTIEL;34;163.557;4.811;2.654;51 RUE PIERRE DELORE;200046977.0;69.0;84.0;171100
78277;2023;693880802;Audibert-La Virotte;31.0;;RUE;PIERRE DELORE;69123;Lyon;RESIDENTIEL;56;82.191;1.468;2.654;31 RUE PIERRE DELORE;200046977.0;69.0;84.0;171103
78278;2023;693880901;Petite Guille;28.0;;RUE;PIERRE DELORE;69123;Lyon;RESIDENTIEL;14;22.435;1.603;2.654;28 RUE PIERRE DELORE;200046977.0;69.0;84.0;171105
78281;2023;693880401;Latarget-Mermoz;3.0;;AVENUE;PIERRE MILLON;69123;Lyon;RESIDENTIEL;24;25.792;1.075;2.654;3 AVENUE PIERRE MILLON;200046977.0;69.0;84.0;171124
78288;2023;693880501;Pinel Santy;312.0;;BOULEVARD;PINEL;69123;Lyon;RESIDENTIEL;11;17.011;1.546;2.654;312 BOULEVARD PINEL;200046977.0;69.0;84.0;171194
78289;2023;693880501;Pinel Santy;296.0;;BOULEVARD;PINEL;69123;Lyon;RESIDENTIEL;10;22.292;2.229;2.654;296 BOULEVARD PINEL;200046977.0;69.0;84.0;171196
78290;2023;693880501;Pinel Santy;272.0;;BOULEVARD;PINEL;69123;Lyon;RESIDENTIEL;11;1.36;0.124;2.654;272 BOULEVARD PINEL;200046977.0;69.0;84.0;171199
78292;2023;693880601;Langlet Santy;121.0;;RUE;PROFESSEUR BEAUVISAGE;69123;Lyon;RESIDENTIEL;22;41.739;1.897;2.654;121 RUE PROFESSEUR BEAUVISAGE;200046977.0;69.0;84.0;171237
78293;2023;693880701;Le Bocage;112.0;;RUE;PROFESSEUR BEAUVISAGE;69123;Lyon;RESIDENTIEL;19;38.904;2.048;2.654;112 RUE PROFESSEUR BEAUVISAGE;200046977.0;69.0;84.0;171239
78296;2023;693880403;Genton-Ranvier;28.0;;RUE;PROFESSEUR JOSEPH NICOLAS;69123;Lyon;RESIDENTIEL;22;73.773;3.353;2.654;28 RUE PROFESSEUR JOSEPH NICOLAS;200046977.0;69.0;84.0;171271
78297;2023;693880403;Genton-Ranvier;20.0;;RUE;PROFESSEUR JOSEPH NICOLAS;69123;Lyon;RESIDENTIEL;25;65.672;2.627;2.654;20 RUE PROFESSEUR JOSEPH NICOLAS;200046977.0;69.0;84.0;171273
78298;2023;693880301;Laennec;4.0;;RUE;PROFESSEUR JOSEPH RENAUT;69123;Lyon;RESIDENTIEL;13;33.509;2.578;2.654;4 RUE PROFESSEUR JOSEPH RENAUT;200046977.0;69.0;84.0;171275
78299;2023;693880301;Laennec;3.0;;RUE;PROFESSEUR JOSEPH RENAUT;69123;Lyon;RESIDENTIEL;19;60.605;3.19;2.654;3 RUE PROFESSEUR JOSEPH RENAUT;200046977.0;69.0;84.0;171276
78303;2023;693880203;Montplaisir Nord;50.0;;RUE;PROFESSEUR PAUL SISLEY;69123;Lyon;RESIDENTIEL;24;127.661;5.319;2.654;50 RUE PROFESSEUR PAUL SISLEY;200046977.0;69.0;84.0;171294
78307;2023;693880402;La Trinité-Mermoz;66.0;;RUE;PROFESSEUR RANVIER;69123;Lyon;RESIDENTIEL;24;36.509;1.521;2.654;66 RUE PROFESSEUR RANVIER;200046977.0;69.0;84.0;171307
78308;2023;693880403;Genton-Ranvier;26.0;;RUE;PROFESSEUR RANVIER;69123;Lyon;RESIDENTIEL;12;43.5;3.625;2.654;26 RUE PROFESSEUR RANVIER;200046977.0;69.0;84.0;171310
78309;2023;693880403;Genton-Ranvier;22.0;;RUE;PROFESSEUR RANVIER;69123;Lyon;RESIDENTIEL;12;42.207;3.517;2.654;22 RUE PROFESSEUR RANVIER;200046977.0;69.0;84.0;171311
78313;2023;693880101;Jean Moulin;3.0;;RUE;PROFESSEUR ROLLET;69123;Lyon;RESIDENTIEL;12;33.347;2.779;2.654;3 RUE PROFESSEUR ROLLET;200046977.0;69.0;84.0;171334
78314;2023;693880603;Viviani;38.0;;RUE;PROFESSEUR TAVERNIER;69123;Lyon;RESIDENTIEL;25;32.134;1.285;2.654;38 RUE PROFESSEUR TAVERNIER;200046977.0;69.0;84.0;171344
78315;2023;693880603;Viviani;34.0;;RUE;PROFESSEUR TAVERNIER;69123;Lyon;RESIDENTIEL;23;26.894;1.169;2.654;34 RUE PROFESSEUR TAVERNIER;200046977.0;69.0;84.0;171346
78316;2023;693880603;Viviani;3.0;;RUE;PROFESSEUR TAVERNIER;69123;Lyon;RESIDENTIEL;17;40.188;2.364;2.654;3 RUE PROFESSEUR TAVERNIER;200046977.0;69.0;84.0;171348
78338;2023;693880701;Le Bocage;12.0;;RUE;ROCHAMBEAU;69123;Lyon;RESIDENTIEL;20;22.973;1.149;2.654;12 RUE ROCHAMBEAU;200046977.0;69.0;84.0;171520
78354;2023;693880105;Marius Berliet Sud;20.0;;RUE;SAINT AGNAN;69123;Lyon;RESIDENTIEL;32;62.622;1.957;2.654;20 RUE SAINT AGNAN;200046977.0;69.0;84.0;171636
78360;2023;693880101;Jean Moulin;6.0;;RUE;SAINT FIRMIN;69123;Lyon;RESIDENTIEL;30;81.532;2.718;2.654;6 RUE SAINT FIRMIN;200046977.0;69.0;84.0;171692
78361;2023;693880101;Jean Moulin;13.0;;RUE;SAINT FULBERT;69123;Lyon;RESIDENTIEL;57;64.617;1.134;2.654;13 RUE SAINT FULBERT;200046977.0;69.0;84.0;171697
78363;2023;693880105;Marius Berliet Sud;71.0;;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;31;62.784;2.025;2.654;71 RUE SAINT GERVAIS;200046977.0;69.0;84.0;171715
78364;2023;693880101;Jean Moulin;23.0;;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;15;25.292;1.686;2.654;23 RUE SAINT GERVAIS;200046977.0;69.0;84.0;171735
78365;2023;693880101;Jean Moulin;3.0;T;RUE;SAINT GERVAIS;69123;Lyon;RESIDENTIEL;23;63.649;2.767;2.654;3 T RUE SAINT GERVAIS;200046977.0;69.0;84.0;171738
78366;2023;693880101;Jean Moulin;2.0;;RUE;SAINT HIPPOLYTE;69123;Lyon;RESIDENTIEL;27;102.655;3.802;2.654;2 RUE SAINT HIPPOLYTE;200046977.0;69.0;84.0;171742
78373;2023;693880104;Marius Berliet Nord;37.0;;RUE;SAINT MATHIEU;69123;Lyon;RESIDENTIEL;55;247.694;4.504;2.654;37 RUE SAINT MATHIEU;200046977.0;69.0;84.0;171802
78374;2023;693880202;Les Alouettes-Bachut;49.0;;RUE;SAINT MAURICE;69123;Lyon;RESIDENTIEL;19;35.149;1.85;2.654;49 RUE SAINT MAURICE;200046977.0;69.0;84.0;171811
78381;2023;693880101;Jean Moulin;2.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;11;20.305;1.846;2.654;2 RUE SAINT NESTOR;200046977.0;69.0;84.0;171888
78386;2023;693880102;Colbert;9.0;;RUE;SAINT ROMAIN;69123;Lyon;RESIDENTIEL;14;28.145;2.01;2.654;9 RUE SAINT ROMAIN;200046977.0;69.0;84.0;171928
78387;2023;693880202;Les Alouettes-Bachut;45.0;;RUE;SAINT ROMAIN;69123;Lyon;RESIDENTIEL;26;74.914;2.881;2.654;45 RUE SAINT ROMAIN;200046977.0;69.0;84.0;171933
78388;2023;693880202;Les Alouettes-Bachut;43.0;;RUE;SAINT ROMAIN;69123;Lyon;RESIDENTIEL;23;68.552;2.981;2.654;43 RUE SAINT ROMAIN;200046977.0;69.0;84.0;171934
78389;2023;693880104;Marius Berliet Nord;36.0;;RUE;SAINT ROMAIN;69123;Lyon;RESIDENTIEL;29;30.512;1.052;2.654;36 RUE SAINT ROMAIN;200046977.0;69.0;84.0;171940
78412;2023;693880102;Colbert;6.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;16;28.406;1.775;2.654;6 RUE SANTOS DUMONT;200046977.0;69.0;84.0;172096
78413;2023;693880102;Colbert;28.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;51;94.742;1.858;2.654;28 RUE SANTOS DUMONT;200046977.0;69.0;84.0;172102
78474;2023;693880104;Marius Berliet Nord;67.0;;RUE;VILLON;69123;Lyon;RESIDENTIEL;54;226.097;4.187;2.654;67 RUE VILLON;200046977.0;69.0;84.0;172663
78475;2023;693880104;Marius Berliet Nord;54.0;;RUE;VILLON;69123;Lyon;RESIDENTIEL;37;52.0;1.405;2.654;54 RUE VILLON;200046977.0;69.0;84.0;172669
78483;2023;693880502;La Plaine;57.0;;AVENUE;VIVIANI;69123;Lyon;RESIDENTIEL;18;38.729;2.152;2.654;57 AVENUE VIVIANI;200046977.0;69.0;84.0;172729
78484;2023;693880502;La Plaine;53.0;;AVENUE;VIVIANI;69123;Lyon;RESIDENTIEL;25;31.45;1.258;2.654;53 AVENUE VIVIANI;200046977.0;69.0;84.0;172730
78485;2023;693880603;Viviani;29.0;;AVENUE;VIVIANI;69123;Lyon;RESIDENTIEL;12;18.72;1.56;2.654;29 AVENUE VIVIANI;200046977.0;69.0;84.0;172732
78486;2023;693880302;Rockefeller-La Buire;22.0;;RUE;VOLNEY;69123;Lyon;RESIDENTIEL;25;32.178;1.287;2.654;22 RUE VOLNEY;200046977.0;69.0;84.0;172747
82176;2023;693880101;Jean Moulin;42.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;29;137.666;4.747;2.654;42 COURS ALBERT THOMAS;200046977.0;69.0;84.0;164220
82180;2023;693880203;Montplaisir Nord;128.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;19;31.134;1.639;2.654;128 COURS ALBERT THOMAS;200046977.0;69.0;84.0;164238
82184;2023;693880203;Montplaisir Nord;8.0;;PLACE;AMBROISE COURTOIS;69123;Lyon;RESIDENTIEL;11;30.641;2.786;2.654;8 PLACE AMBROISE COURTOIS;200046977.0;69.0;84.0;164256
82185;2023;693880302;Rockefeller-La Buire;25.0;;BOULEVARD;AMBROISE PARE;69123;Lyon;RESIDENTIEL;13;39.667;3.051;2.654;25 BOULEVARD AMBROISE PARE;200046977.0;69.0;84.0;164258
82206;2023;693880202;Les Alouettes-Bachut;40.0;B;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;66;267.218;4.049;2.654;40 B RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;164441
82213;2023;693880901;Petite Guille;101.0;;RUE;AUDIBERT ET LAVIROTTE;69123;Lyon;RESIDENTIEL;19;36.76;1.935;2.654;101 RUE AUDIBERT ET LAVIROTTE;200046977.0;69.0;84.0;164505
82235;2023;693880202;Les Alouettes-Bachut;9.0;;RUE;BATAILLE;69123;Lyon;RESIDENTIEL;26;67.692;2.604;2.654;9 RUE BATAILLE;200046977.0;69.0;84.0;164659
82236;2023;693880202;Les Alouettes-Bachut;7.0;;RUE;BATAILLE;69123;Lyon;RESIDENTIEL;32;65.022;2.032;2.654;7 RUE BATAILLE;200046977.0;69.0;84.0;164666
82237;2023;693880303;Bataille;67.0;;RUE;BATAILLE;69123;Lyon;RESIDENTIEL;38;56.993;1.5;2.654;67 RUE BATAILLE;200046977.0;69.0;84.0;164668
82249;2023;693880202;Les Alouettes-Bachut;3.0;;IMPASSE;BERCHET;69123;Lyon;RESIDENTIEL;14;32.918;2.351;2.654;3 IMPASSE BERCHET;200046977.0;69.0;84.0;164786
82252;2023;693880802;Audibert-La Virotte;4.0;;AVENUE;BERTHELOT;69123;Lyon;RESIDENTIEL;10;33.881;3.388;2.654;4 AVENUE BERTHELOT;200046977.0;69.0;84.0;164806
82254;2023;693880105;Marius Berliet Sud;215.0;;AVENUE;BERTHELOT;69123;Lyon;RESIDENTIEL;88;140.475;1.596;2.654;215 AVENUE BERTHELOT;200046977.0;69.0;84.0;164838
82282;2023;693880402;La Trinité-Mermoz;1.0;;RUE;CAPITAINE ELISABETH BOSELLI;69123;Lyon;RESIDENTIEL;17;30.265;1.78;2.654;1 RUE CAPITAINE ELISABETH BOSELLI;200046977.0;69.0;84.0;165115
82288;2023;693880902;Grand Trou;5.0;;IMPASSE;CATON;69123;Lyon;RESIDENTIEL;10;30.446;3.045;2.654;5 IMPASSE CATON;200046977.0;69.0;84.0;165179
82291;2023;693880903;Montagny-Saint-Jean de Dieu;3.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;11;37.596;3.418;2.654;3 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;165205
82292;2023;693880903;Montagny-Saint-Jean de Dieu;153.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;16;55.245;3.453;2.654;153 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;165211
82293;2023;693880903;Montagny-Saint-Jean de Dieu;147.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;18;65.598;3.644;2.654;147 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;165214
82294;2023;693880903;Montagny-Saint-Jean de Dieu;132.0;D;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;10;18.197;1.82;2.654;132 D RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;165234
82296;2023;693880902;Grand Trou;9.0;;RUE;CHANTAL SANDRIN;69123;Lyon;RESIDENTIEL;11;14.332;1.303;2.654;9 RUE CHANTAL SANDRIN;200046977.0;69.0;84.0;165246
82297;2023;693880902;Grand Trou;13.0;;RUE;CHANTAL SANDRIN;69123;Lyon;RESIDENTIEL;23;37.99;1.652;2.654;13 RUE CHANTAL SANDRIN;200046977.0;69.0;84.0;165256
82298;2023;693880902;Grand Trou;11.0;;RUE;CHANTAL SANDRIN;69123;Lyon;RESIDENTIEL;11;21.222;1.929;2.654;11 RUE CHANTAL SANDRIN;200046977.0;69.0;84.0;165258
82324;2023;693880901;Petite Guille;8.0;;RUE;COLONEL ARNAUD BELTRAME;69123;Lyon;RESIDENTIEL;55;87.339;1.588;2.654;8 RUE COLONEL ARNAUD BELTRAME;200046977.0;69.0;84.0;165467
82325;2023;693880901;Petite Guille;13.0;;RUE;COLONEL ARNAUD BELTRAME;69123;Lyon;RESIDENTIEL;23;4.357;0.189;2.654;13 RUE COLONEL ARNAUD BELTRAME;200046977.0;69.0;84.0;165474
82327;2023;693880402;La Trinité-Mermoz;7.0;;RUE;COMMANDANT CAROLINE AIGLE;69123;Lyon;RESIDENTIEL;13;32.301;2.485;2.654;7 RUE COMMANDANT CAROLINE AIGLE;200046977.0;69.0;84.0;165489
82368;2023;693880903;Montagny-Saint-Jean de Dieu;9.0;;RUE;DE CHAMPAGNEUX;69123;Lyon;RESIDENTIEL;20;96.536;4.827;2.654;9 RUE DE CHAMPAGNEUX;200046977.0;69.0;84.0;165819
82369;2023;693880903;Montagny-Saint-Jean de Dieu;34.0;;RUE;DE CHAMPAGNEUX;69123;Lyon;RESIDENTIEL;15;80.327;5.355;2.654;34 RUE DE CHAMPAGNEUX;200046977.0;69.0;84.0;165825
82370;2023;693880903;Montagny-Saint-Jean de Dieu;22.0;;RUE;DE CHAMPAGNEUX;69123;Lyon;RESIDENTIEL;18;94.843;5.269;2.654;22 RUE DE CHAMPAGNEUX;200046977.0;69.0;84.0;165827
82371;2023;693880903;Montagny-Saint-Jean de Dieu;11.0;;RUE;DE CHAMPAGNEUX;69123;Lyon;RESIDENTIEL;16;75.496;4.718;2.654;11 RUE DE CHAMPAGNEUX;200046977.0;69.0;84.0;165833
82405;2023;693880105;Marius Berliet Sud;4.0;;RUE;DE L EGALITE;69123;Lyon;RESIDENTIEL;51;65.853;1.291;2.654;4 RUE DE L EGALITE;200046977.0;69.0;84.0;166113
82408;2023;693880105;Marius Berliet Sud;91.0;;AVENUE;DE L EUROPE;69123;Lyon;RESIDENTIEL;28;44.563;1.592;2.654;91 AVENUE DE L EUROPE;200046977.0;69.0;84.0;166143
82436;2023;693880105;Marius Berliet Sud;12.0;;RUE;DE LA FRATERNITE;69123;Lyon;RESIDENTIEL;43;86.976;2.023;2.654;12 RUE DE LA FRATERNITE;200046977.0;69.0;84.0;166321
82460;2023;693880901;Petite Guille;119.0;;RUE;DE MONTAGNY;69123;Lyon;RESIDENTIEL;17;22.454;1.321;2.654;119 RUE DE MONTAGNY;200046977.0;69.0;84.0;166618
82488;2023;693880903;Montagny-Saint-Jean de Dieu;111.0;;RUE;DE SURVILLE;69123;Lyon;RESIDENTIEL;21;12.166;0.579;2.654;111 RUE DE SURVILLE;200046977.0;69.0;84.0;166766
82496;2023;693880903;Montagny-Saint-Jean de Dieu;260.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;37;162.683;4.397;2.654;260 ROUTE DE VIENNE;200046977.0;69.0;84.0;166810
82498;2023;693880901;Petite Guille;215.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;18;25.987;1.444;2.654;215 ROUTE DE VIENNE;200046977.0;69.0;84.0;166820
